ITEM,concatenation_description,synapse_quantity_allocable,e1_quantity,STATUS,e1_quantity_hard_commit,e1_quantity_soft_commit,synapse_quantity,synapse_quantity_tasked
09-801-16-00-20,WHEEL - FRONT - STAN'S ARCH EX - - BOOST 110MM,1,1,,1,0,1,0
09-801-21-16-20,WHEELS - STAN'S ARCH S1 SET CL - - 110/148 NEO - SRAM XD,83,94,,68,81,83,
09-801-21-17-20,WHEELS - STAN'S ARCH S1 SET CL - - 110/148 NEO - SHIM MS,109,109,,0,0,109,
09-803-20-15-20,WHEELS - STAN'S ARCH CB7 SET - - 15x110MM FRONT/12x148MM REAR,2,2,,0,0,2,
09-803-21-16-20,WHEELS - STAN'S ARCH CB7 SET C - L - 15x110MM FRONT/12x148MM RE,9,9,,1,0,9,0
09-804-20-15-20,WHEELS - STAN'S FLOW CB7 SET 2 - 9 - 15x110MM FRONT/12x148MM RE,2,2,,0,0,2,
09-804-21-16-20,WHEELS - STAN'S FLOW CB7 SET 2 - 9 CL - 15x110MM FRONT/12x148MM,11,11,,0,0,11,
09-806-21-16-20,WHEELS-STANS FLOW CB7 SET 29MS - CL - MS 15X110 FRT/12X148MM,2,2,,0,0,2,
09-811-21-17-20,WHEELS - STAN'S FLOW S1 SET CL - - 110/148 NEO - SHIM MS,192,192,,1,0,192,
09-832-16-00-20,WHEEL - REAR - STAN'S HUGO 52 - - 142MM,1,1,,0,0,1,
09-901-16-00-20,WHEEL - FRONT - NINER ALLOY - - BOOST 110MM,2,2,,4,0,2,0
09-901-17-15-20,WHEELS - NINER ALLOY MTB SET - - 110/148 - SHIMANO,747,764,,54,556,747,
09-901-21-15-20,WHEELS - NINER ALLOY MTB SET - - 110/148 - 30MM - SHIMANO,427,798,,404,2025,427,
09-911-18-15-20,WHEELS - NINER ALLOY CX/GG SET - - 100/142 - CL,145,145,,5,213,145,
09-911-20-15-20,WHEELS - NINER ALLOY CX/GG SET - - 12MM FRONT; 100/142 - CL,755,772,,115,645,755,
10-129-21-15-00,DT SWISS XRC 1200 FRONT WHEEL - - CL - 29,29,29,,1,19,29,
10-159-21-15-00,DT SWISS XRC 1501 FRONT WHEEL - - CL - 29,9,9,,3,10,9,0
10-179-21-15-00,DT SWISS XR 1700 FRONT WHEEL - - CL - 29,34,34,,42,66,34,
10-187-21-12-00,DT SWISS G 1800 FRONT WHEEL - - CL - 700C,131,184,,252,901,131,
10-229-21-15-00,DT SWISS XMC 1200 FRONT WHEEL - - CL - 29,40,40,,10,17,40,
10-257-21-15-00,DT SWISS XMC 1501 FRONT WHEEL - - CL - 27.5,26,26,,1,0,26,
10-259-21-15-00,DT SWISS XMC 1501 FRONT WHEEL - - CL - 29,22,22,,27,45,22,0
10-279-21-15-00,DT SWISS XM 1700 FRONT WHEEL - - CL - 29,97,164,,63,331,97,
10-329-21-15-00,DT SWISS EXC 1200 FRONT WHEEL - - CL - 29,32,32,,0,1,32,
10-359-21-15-00,DT SWISS EXC 1501 FRONT WHEEL - - CL - 29,9,9,,2,0,9,
10-379-21-15-00,DT SWISS EX 1700 FRONT WHEEL - - CL - 29,78,76,,10,11,78,
10-666-21-15-20,DT SWISS E 1900 SPLINE 29 30 F - RONT WHEEL - CL - 29,78,78,,20,34,78,
11-129-21-15-00,DT SWISS XRC 1200 REAR WHEEL - - CL - 29,29,30,,1,19,29,
11-159-21-15-00,DT SWISS XRC 1501 REAR WHEEL - - CL - 29,10,5,,4,10,10,
11-179-21-15-00,DT SWISS XR 1700 REAR WHEEL - - CL - 29,11,11,,42,66,11,
11-187-21-12-00,DT SWISS G 1800 REAR WHEEL - C - L - 700C,129,129,,252,820,129,
11-189-21-15-00,DT SWISS XR 1700 REAR WHEEL - - CL - 29 SRAM XD,5,5,,0,0,5,
11-229-21-15-00,DT SWISS XMC 1200 REAR WHEEL - - CL - 29,24,24,,10,17,24,
11-257-21-15-00,DT SWISS XMC 1501 REAR WHEEL - - CL - 27.5,9,9,,1,0,9,
11-259-21-15-00,DT SWISS XMC 1501 REAR WHEEL - - CL - 29,6,6,,27,45,6,
11-279-21-15-00,DT SWISS XM 1700 REAR WHEEL - - CL - 29,93,88,,63,331,93,
11-329-21-15-00,DT SWISS EXC 1200 REAR WHEEL - - CL - 29,31,31,,0,1,31,
11-359-21-15-00,DT SWISS EXC 1501 REAR WHEEL - - CL - 29,9,9,,2,0,9,
11-379-21-15-00,DT SWISS EX 1700 REAR WHEEL - - CL - 29,116,118,,10,11,116,
11-659-21-12-00,DT SWISS XMC 1200 REAR WHEEL - - ASL12 - CL - 29,9,9,,0,0,9,0
11-666-21-12-20,DT SWISS E 1900 SPLINE 29 30 1 - 2/148 SRAM REAR WHEEL - CL - 2,72,72,,20,34,72,
12-101-10-00-20,STAN'S QR FRONT HUB REDUCER 20 - MM TO QR,90,90,,0,0,90,
12-101-21-15-00,DT SWISS 15MM TA END CAPS - ,86,86,,9,2,86,
12-102-10-00-20,STAN'S 15MM FRONT HUB REDUCER - 20MM TO 15MM,80,80,,0,0,80,
12-103-11-00-20,STAN'S 15MM FRONT HUB ADAPTOR - QR TO 15MM,8,8,,0,0,8,
12-108-17-00-20,"KIT, NEO, FREEHUB, 6-PAWL, SRA - M XD (RED)",53,53,,0,0,53,
12-109-20-00-20,"KIT, NEO, FREEHUB, SPEEDSYNC, - SHIMANO (SILVER)  (FOR 2020 GR",17,17,,0,0,17,
12-201-10-00-20,STANS QR FRONT SKEWER - ,33,33,,0,0,33,
12-300-16-48-20,MAXLE ULTIMATE - REAR - 12X148 - MM - 00.4318.009.003,3,3,,0,0,3,
12-303-14-00-20,SINGLE SPEED NUT - SIR 9 / ROS - 9 - 12X142MM,40,40,,0,2,40,
12-305-17-00-20,SINGLE SPEED NUT - 12MM CARBON - FRAMES,203,203,,0,0,203,
12-703-14-13-20,QR END CAPS FOR CARBON MTB WHE - EL - SHIMANO FREEHUB,8,8,,0,0,8,
12-705-14-13-20,QR END CAPS FOR CARBON MTB WHE - EL - SRAM FREEHUB,8,8,,0,0,8,
12-705-20-00-20,15mm - End Cap - Black - CL-71 - CAPS,235,235,,0,3,235,
12-706-20-12-20,12mm End Caps - Stan's Grail S - 1 - Set,101,101,,0,0,101,
12-707-14-14-20,142 END CAPS FOR CARBON MTB WH - EEL - SHIMANO FREEHUB,2,2,,0,0,2,
12-709-14-14-20,142 END CAPS FOR CARBON MTB WH - EEL - SRAM FREEHUB,19,19,,0,0,19,
12-713-14-14-00,SHIMANO FREEHUB FOR CARBON MTB - REAR WHEEL,37,37,,0,0,37,
12-715-14-14-00,SRAM FREEHUB FOR CARBON MTB RE - AR WEEL,6,6,,0,0,6,
12-719-14-13-20,DRIVE SIDE QR END CAP FOR CARB - ON CX REAR WHEEL,7,7,,0,0,7,
12-719-16-28-20,"REPLACEMENT 30/24MM CARBON XC - RIM, 28H, (FRONT OR REAR)",138,138,,0,0,138,
12-842-16-00-20,WHEEL END CAPS/QR CONVERSION - - GRAIL COMP - 135MM QR,61,61,,0,0,61,
12-901-14-10-20,"QR END CAPS FOR ALLOY AND CARB - ON, FRONT WHEELS (MTB & CX)",3,3,,0,0,3,
12-901-14-15-20,15MM END CAP FOR ALLOY AND CAR - BON FRONT WHEELS (MTB & CX) -,22,22,,0,0,22,
12-903-14-13-20,QR END CAPS FOR ALLOY MTB REAR - WHEELS - SHIMANO FREEHUB,13,13,,0,0,13,
12-905-14-14-20,142 END CAPS FOR ALLOY MTB REA - R WHEELS - SRAM FREEHUB,13,13,,0,0,13,
12-907-14-14-10,REAR AXLE FOR ALLOY MTB & CX W - HEELS,6,6,,0,0,6,
12-909-14-10-10,BEARING KIT FOR ALLOY AND CARB - ON FRONT WHEELS (MTB & CX),12,12,,0,0,12,
12-909-14-14-10,BEARING KIT FOR ALLOY MTB & CX - REAR WHEELS,27,27,,0,0,27,
12-913-14-14-00,SHIMANO FREEHUB FOR ALLOY MTB - REAR WHEEL,82,82,,0,0,82,
12-922-14-13-20,QR END CAPS FOR ALLOY CX REAR - WHEELS,7,7,,0,0,7,
12-922-14-14-20,142 END CAPS FOR ALLOY CX REAR - WHEELS,5,5,,0,0,5,
12-924-14-14-00,SHIMANO FREEHUB FOR ALLOY CX R - EAR WHEEL,1,1,,0,0,1,
12-989-21-00-17,DT SWISS SHIM MS FREEHUB BODY - 12/142/48 1700 12SP,1,1,,0,0,1,
12-999-20-00-20,DT SWISS SRAM XD DRIVER / FREE - HUB BODY 12/142/48 12SP,50,50,,0,0,50,
12-999-21-00-17,DT SWISS SRAM XD DRIVER / FREE - HUB BODY 12/142/48 1700 12SP,5,5,,0,0,5,
13-712-14-37-20,"REPLACEMENT SPOKE FOR CARBON M - TB WHEELS - 307MM (F&R, D & ND",39,39,,0,0,39,
13-723-14-13-20,NON DRIVE SIDE QR END CAP FOR - CARBON CX REAR WHEEL,7,7,,0,0,7,
13-727-14-14-10,BEARING KIT FOR CARBON CX REAR - WHEEL,14,14,,0,0,14,
13-729-14-14-00,SHIMANO FREEHUB FOR CARBON CX - REAR WHEEL,10,10,,0,0,10,
13-911-14-26-20,"REPLACEMENT SPOKE FOR ALLOY MT - B WHEEL - 296MM (DISC F, DRIVE",46,46,,0,0,46,
13-914-14-25-20,"REPLACEMENT SPOKE FOR ALLOY CX - WHEELS - 285MM (F&R, D & ND S",95,95,,0,0,95,
14-104-20-50-00,SRAM - SX EAGLE - Cassette - 0 - 0.2418.095.000,1611,1613,,428,2621,1611,
14-114-21-52-20,SRAM - GX EAGLE CASSETTE XG127 - 5 - 10-52T - 12S - 00.2418.103,628,731,,260,1183,628,
14-120-21-00-20,SRAM - RD RIVAL1 LONG CAGE - 0 - 0.7518.106.001,1,1,,85,676,1,
14-122-17-32-10,SRAM - RD RIVAL 22 MAX 11-32CS - ,94,94,,0,0,94,
14-129-21-52-00,SRAM - AXS EAGLE CASSETTE XG12 - 99 - 10-52T - 12S - 00.2418.10,197,197,,9,37,197,
14-129-21-52-10,SRAM - X01 EAGLE CASSETTE XG12 - 95 - 10-52T - 12S - 00.2418.10,161,161,,19,55,161,
14-130-17-32-10,SRAM - PG 1130 11-32T CASSETTE - - 00.2418.048.020,55,55,,0,0,55,
14-130-17-42-10,SRAM - CS PG 1130 11-42 - ,2,2,,210,1568,2,
14-170-20-33-00,SRAM - Force 12sp - Cassette - - 00.2418.085.000,45,45,,0,0,45,
14-170-21-36-00,SRAM - FORCE AXS CASSETTE XG12 - 70 - 10-36T - 12S - 00.2418.10,37,37,,1,7,37,
15-101-09-17-10,COGALICIOUS SS COG 17T - ,8,8,,0,1,8,
15-103-09-19-10,COGALICIOUS SS COG 19T - ,28,28,,0,2,28,
15-104-09-20-10,Cogalicious SS Cog 20t - ,40,40,,2,65,40,0
15-105-09-21-10,COGALICIOUS SS COG 21T - ,72,72,,0,2,72,
15-106-09-22-10,COGALICIOUS SS COG 22T - ,39,39,,0,4,39,0
16-034-21-40-20,TIRE - SCHWALBE G-ONE - ALLROU - ND PERF RACEGUARD,613,623,,510,1677,613,
16-050-17-00-00,STAN'S TIRE SEALANT - 2oz BOTT - LE,4720,4732,,2711,12683,4720,
16-098-16-00-20,"TUBE - MAXXIS 29"" MTB - 48MM - ",203,203,,0,0,203,
16-099-16-00-20,TUBE - MAXXIS 700c CX/GG - 48m - m,14,14,,0,0,14,
16-099-21-32-20,TUBE - 700X28-35C PV 40-60MM - BULK,302,302,,202,784,302,
16-110-16-00-20,TIRE - MAXXIS MINION DHF - 29 - X 2.50 60 TPI 3C/EXO/TR,514,805,,323,683,514,
16-111-19-00-20,TIRE - MAXXIS REKON WT - 29 X - 2.40 60 TPI 3C/EXO/TR,600,836,,440,833,600,
16-112-19-00-20,TIRE - MAXXIS REKON RACE - 29 - X 2.25 3C/EXO/TR,95,40,,117,150,95,
16-114-19-27-20,TIRE - MAXXIS MINION DHF - 27. - 5 X 2.5 - 3C/EXO/TR,9,9,,0,10,9,
16-115-19-27-20,TIRE - MAXXIS AGGRESSOR - 27.5 - X 2.5 WT - EXO/TR,11,11,,0,10,11,
16-219-21-24-20,TIRE - SCHWALBE RACING RAY EVO - SUPER TERRAIN - 29 X 2.35,293,293,,66,756,293,
16-229-21-24-20,TIRE - SCHWALBE RACING RALPH E - VO SUPER TERRAIN - 29 X 2.35,12,12,,66,756,12,0
16-237-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 27.5 X 2.6,196,197,,1,74,196,
16-239-21-24-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.35,1207,1208,,190,1590,1207,
16-239-21-26-20,TIRE - SCHWALBE NOBBY NIC EVO - SUPER TRAIL - 29 X 2.6,989,990,,338,2454,989,
16-240-21-24-20,TIRE - SCHWALBE FAT ALBERT FRO - NT SNAKESKIN - 29 X 2.35,8,8,,0,0,8,
16-241-21-24-20,TIRE - SCHWALBE FAT ALBERT REA - R SNAKESKIN - 29 X 2.35,14,14,,0,0,14,
16-247-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 27.5 X 2.6,110,111,,1,74,110,
16-249-21-26-20,TIRE - SCHWALBE HANS DAMPF EVO - SUPER TRAIL - 29 X 2.6,103,144,,220,1008,103,
16-259-21-26-20,TIRE - SCHWALBE MAGIC MARY EVO - SUPER TRAIL - 29 X 2.6,368,423,,64,143,368,
16-269-21-45-20,TIRE - SCHWALBE G-ONE ALLROUND - EVO SUPER TERRAIN - 700 X 45,185,266,,332,2071,185,0
16-277-21-50-20,TIRE - SCHWALBE G-ONE BITE EVO - SUPER TERRAIN - 650 X 50,36,38,,30,2,36,
16-301-21-32-20,KENDA - SLANT SIX WIRE BEAD - W/TUBE 700X32 - BLACK,344,344,,187,781,344,
17-100-15-00-20,"ZH0804 - KIT, NEO, SINGLESPEED - SPACER KIT",10,10,,4,126,10,0
17-101-15-00-20,"ZH0803 - KIT, NEO, SINGLESPEED - LOCKRING",12,12,,4,0,12,0
17-125-17-44-60,"STAN'S TUBELESS TAPE KIT - 2 X - 44MM VALVE, 1 X 25MM 14 YRD T",23,23,,0,0,23,
17-126-18-00-00,TUBELESS KIT - NINER GG/CX CAR - BON WHEELS - TAPE/VALVES,5,5,,0,0,5,
17-240-20-34-00,SHIMANO - GRX400 - Tiagra - Ca - ssette - KCSHG50010134,1,1,,0,0,1,
17-250-20-42-10,SHIMANO - Deore XT - 11 SP - C - assette - KCSM8000142,3,3,,56,113,3,
17-250-22-40-10,SHIMANO - SLX 11-40T - 11 SP - - CASSETTE - KCSM7000140,104,104,,55,132,104,
17-272-19-32-10,SHIMANO - 105 R7000 11-32 CASS - ETTE - KCSR700011132,1,1,,0,0,1,
17-279-21-00-10,SHIMANO - XTR M9100 12SP CASSE - TTE - 10-51 - KCSM9100051A,10,10,,0,0,10,0
17-280-20-12-10,SHIMANO - SLX M7100 - 12sp - C - ASSETTE - KCSM7100051,22,22,,0,0,22,
17-280-20-34-00,SHIMANO - GRX800 - Ultegra - C - assette - KCSHG8001111134,68,107,,198,313,68,
17-281-20-51-00,SHIMANO - CS-M8100 - Cassette - - KCSM8100051,350,351,,94,400,350,
18-101-12-78-28,Flat Top Alloy Handlebar- 780m - m - Moondust Grey,1,1,,3,0,1,0
18-102-16-71-20,Flat Top Carbon Handlebar- 710 - mm - Slate Grey,91,91,,51,46,91,
18-103-13-78-30,FLAT TOP RDO HANDLEBAR - 780MM - - RED,1,1,,0,0,1,
18-103-16-71-20,Flat Top RDO Handlebar - 710mm - - Slate Grey,7,7,,0,0,7,
18-103-16-78-20,Flat Top RDO Handlebar - 780mm - - Slate Grey,210,147,,129,338,210,
18-300-19-35-20,RACE FACE NEXT R CARBON HANDLE - BAR - 35MM - 800MM - 20MM RISE,6,6,,2,0,6,
18-300-21-35-20,RACE FACE NEXT R CARBON HANDLE - BAR - 35MM - 800MM - 35MM RISE,79,79,,114,175,79,
18-301-18-35-20,RACE FACE AEFFECT ALLOY HANDLE - BAR - 35MM - 780MM - 20MM RISE,1433,1435,,557,2999,1433,
18-301-18-42-20,Handlebar: Easton EA50 AX Drop - Bar - 42cm,345,345,,72,481,345,
18-301-18-44-20,Handlebar: Easton EA50 AX Drop - Bar - 44cm,1408,1408,,234,1324,1408,
18-301-18-46-20,Handlebar: Easton EA50 AX Drop - Bar - 46cm,435,440,,192,414,435,
18-601-20-42-20,Handlebar: Easton EC70 AX RB D - rop Bar  42CM,12,12,,0,8,12,
18-601-20-44-20,Handlebar: Easton EC70 AX RB D - rop Bar 44CM,30,30,,0,51,30,
18-601-20-46-20,Handlebar: Easton EC70 AX RB D - rop Bar 46CM,20,20,,1,26,20,
19-100-16-10-20,Niner Alloy Stem - Slate Grey - - 100mm,148,148,,54,210,148,
19-100-16-80-20,Niner Alloy Stem - Slate Grey - - 80mm,433,454,,136,750,433,
19-100-16-90-20,Niner Alloy Stem - Slate Grey - - 90mm,710,710,,87,757,710,
19-200-11-10-50,Niner RDO Stem Tang 31.8 x 6 - - 100mm,1,1,,1,0,1,0
19-200-16-10-20,NINER RDO STEM - SLATE GREY - - 100MM,212,212,,115,86,212,
19-200-16-11-20,NINER RDO STEM - SLATE GREY - - 110MM,11,11,,0,0,11,
19-200-16-80-20,Niner RDO Stem - Slate Grey - - 80mm,780,820,,71,140,780,
19-200-16-90-20,Niner RDO Stem - Slate Grey - - 90mm,578,609,,190,335,578,
19-351-19-40-20,RACE FACE TURBINE R STEM - 35M - M CLAMP - 40MM,1343,1346,,546,845,1343,
20-302-14-00-20,GRIPS - NINER GRRRIPS L/O - BL - ACK,1,1,,0,0,1,
20-303-21-00-20,Grip - Niner Lock On w/ Plasti - c Clamp - Soft Compound - Blac,853,856,,106,779,853,
20-304-21-00-20,Grip - Niner Lock On w/ Alloy - Clamp - Soft Compound - Black,666,666,,45,94,666,
20-305-21-00-20,Grip - Niner Lock On Trail Gri - p w/ Plastic Clamp - Soft Comp,1219,1221,,576,2998,1219,
20-306-18-00-20,Grip - Niner Lock On Trail Gri - p w/ Alloy Clamp - Black,6,6,,0,0,6,
20-306-21-00-20,Grip - Niner Lock On Trail Gri - p w/ Alloy Clamp - Half Flange,752,800,,108,534,752,
20-603-18-00-20,Bar Tape - Niner 2018 Embossed - Logo - Black,1360,1360,,481,2306,1360,
20-672-18-00-20,NINER BAR PLUGS - BLACK/SLATE - - LOCK ON (2 PCS),579,582,,3,2,582,
22-103-10-00-20,"<H016103300E101> ORBIT X ORBIT - X(1-1/8"")  ALLOY CUPS, ACB AL",50,50,,0,0,50,
22-110-12-00-20,NINER HEADSET - IS42/28.6-IS52 - /40,178,178,,0,1,178,
22-111-12-00-20,NINER ZERO STACK TAPERED HEADS - ET - ZS44/28.6/ZS56/40,276,276,,0,10,276,
22-112-12-00-20,NINER ZERO STACK 44MM HEADSET - - ZS44/28.6/EC44/40,77,77,,0,0,77,
22-113-12-00-20,NINER HEADSET - IS42/28.6-IS52 - /40-JET,37,37,,3,0,37,
22-300-17-00-20,NINER HEADSET CROWN RACE - ,65,65,,0,0,65,
22-302-13-00-10,"NINER 1.5"" INTEGRATED CROWN RA - CE + 5MM - J9RDO/J9C - XS & S",71,71,,0,0,71,
22-320-12-10-20,HEADSET SPACER BLACK 10MM (QTY - . 1),13,13,,0,0,13,
22-323-13-05-20,NINER HEADSET SPACER KIT BLACK - - 5PCS X 5MM,1330,1330,,0,0,1330,
22-500-17-15-20,Headset Cup - 15mm Lower - Int - ernal - ZS,50,50,,0,1,50,
23-113-18-00-20,Saddle - Niner 2018 Ti Rail - - Black,670,670,,36,9,670,
23-114-18-00-20,Saddle - Niner 2018 CrMo Rail - - Black,763,764,,28,22,763,
23-115-18-00-20,Saddle - Niner Trail 2018 Ti R - ail - Black,327,327,,2,0,327,
23-116-18-00-20,Saddle - Niner Trail 2018 CrMo - Rail - Black,57,57,,14,13,57,0
23-117-21-00-20,SADDLE - SELLE ITALIA X3 BOOST - - TR,703,706,,651,3519,703,
23-118-21-00-20,SADDLE - SELLE ITALIA X3 - XCG - RV,2,-12,,628,3162,2,0
23-500-18-00-00,Niner 2018 Front Ranger Mudgua - rd,1238,1241,,399,2637,1238,
24-100-16-27-20,Niner Alloy Seatpost - Slate G - rey - 27.2mm,277,277,,158,1100,277,
24-100-16-30-20,Niner Alloy Seatpost - Slate G - rey - 30.9mm,210,210,,291,849,210,
24-521-20-30-20,KS LEV SI SEATPOST - 30.9MM - - 345 x 100MM,3,3,,0,0,3,
24-522-20-30-20,KS LEV SI SEATPOST - 30.9MM - - 395 X 125MM,21,21,,0,0,21,
24-524-20-27-20,KS LEV SI SEATPOST - 27.2MM - - 415 x 100,53,53,,9,55,53,
24-524-20-30-20,KS LEV SI SEATPOST - 30.9MM - - 495 X 175MM,12,12,,0,0,12,
24-531-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 345 x 100MM,33,33,,13,7,33,
24-532-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 395 X 125MM,448,449,,54,466,448,
24-533-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 445 X 150MM,1907,1949,,174,884,1907,
24-534-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 495 X 175MM,771,874,,215,1288,771,
24-591-19-30-20,SDG Tellis Dropper Seat Post - - 30.9 x 150mm,10,10,,0,0,10,
24-600-16-27-20,Niner Carbon Seatpost - Slate - Grey - 27.2mm,412,358,,96,453,412,
24-600-16-30-20,Niner Carbon Seatpost - Slate - Grey - 30.9mm,149,176,,44,67,149,
24-600-16-31-20,Niner Carbon Seatpost - Slate - Grey - 31.6mm,2,4,,2,3,4,2
24-700-16-27-20,Niner RDO Seatpost - Slate Gre - y - 27.2mm,744,707,,358,578,744,
24-700-16-30-20,Niner RDO Seatpost - Slate Gre - y - 30.9mm,421,421,,22,21,421,
24-800-16-27-20,Niner RDO Setback Seatpost - S - late Grey - 27.2,37,37,,0,0,37,
24-800-16-31-20,Niner RDO Setback Seatpost - S - late Grey - 31.6,2,2,,0,0,2,
